mc160.train.18	some of the class get to took home, other than stories corn.	some of the class get to took home, other than stories peanuts.	some of the class get to took home, other than stories chickens.	some of the class get to took home, other than stories milk.	chickens tried to bump the children with their heads.	goats tried to bump the children with their heads.	cows tried to bump the children with their heads.	sheep tried to bump the children with their heads.	the Nixon family grew on their farm corn and wheat.	the Nixon family grew on their farm vegetables.	the Nixon family grew on their farm peanuts.	the Nixon family grew on their farm apples and oranges.	cows and horses stayed in the Nixon s' barn.	sheep and hogs stayed in the Nixon s' barn.	goats and chickens stayed in the Nixon s' barn.	dogs and cats stayed in the Nixon s' barn.
mc160.train.19	the child go when he sawed the butterflies in To the movie.	the child go when he sawed the butterflies in To school.	the child go when he sawed the butterflies in In the car.	the child go when he sawed the butterflies in To the zoo in Seattle.	deer, worms and cats such as at the zoo.	wolves, ants and giraffe such as at the zoo.	tigers, bears and snakes such as at the zoo.	penguins, zebras and crocodiles such as at the zoo.	mom get the child to learn t about butterflies a book.	mom get the child to learn t about butterflies an ice cream.	mom get the child to learn t about butterflies a zoo.	mom get the child to learn t about butterflies a movie.	the child afraid of is tigers.	the child afraid of is brother.	the child afraid of is butterflies.	the child afraid of is bears.
mc160.train.20	Mary know John was a nice maned He played with Buddy and brought her a flower.	Mary know John was a nice maned John was Mary's best friend.	Mary know John was a nice maned He liked to chase balls.	Mary know John was a nice maned He was shy.	Buddy, Mary and John liked to do Visit new places.	Buddy, Mary and John liked to do Take baths.	Buddy, Mary and John liked to do Eat hamburgers.	Buddy, Mary and John liked to do Play fetch.	Buddy barked happily because Because Mary was going to give him a bath.	Buddy barked happily because Because his new friend John became friends with Mary.	Buddy barked happily because Because John gave him a hamburger to eat.	Buddy barked happily because Because he found a beautiful flower to give to Mary.	John was the new friend.	Buddy was the new friend.	a flower was the new friend.	Mary was the new friend.
mc160.train.21	football sport was George playing by himself.	baseball sport was George playing by himself.	basketball sport was George playing by himself.	soccer sport was George playing by himself.	the bird did in the sky take a poop.	the bird did in the sky eat a worm.	the bird did in the sky fly in a circle then fly away.	the bird did in the sky play with a cloud.	Laura see as she ate the ice creamed cone a boy break his leg.	Laura see as she ate the ice creamed cone a mother yelling.	Laura see as she ate the ice creamed cone a dog running.	Laura see as she ate the ice creamed cone a car crash.	The boys got the ice cream cones.	George got the ice cream cones.	Laura got the ice cream cones.	A stranger got the ice cream cones.
mc160.train.22	the kids favorite foods at the picnics were Steak and salad.	the kids favorite foods at the picnics were Chicken and coleslaw.	the kids favorite foods at the picnics were Hamburgers and Fries.	the kids favorite foods at the picnics were Hot dogs and chips.	 Can you name two things the people loved to wear Socks and shoes.	 Can you name two things the people loved to wear Shoes and Hats.	 Can you name two things the people loved to wear Hats and Socks.	 Can you name two things the people loved to wear Hats and big warm sweaters.	On the street with different colored houses purple house with yellow stripes wasn't like the others.	On the street with different colored houses green wasn't like the others.	On the street with different colored houses blue wasn't like the others.	On the street with different colored houses red wasn't like the others.	 Can you name two things that were all different colors, shapes and sizes hats and pajamas.	 Can you name two things that were all different colors, shapes and sizes Sweaters and houses.	 Can you name two things that were all different colors, shapes and sizes Hats and socks.	 Can you name two things that were all different colors, shapes and sizes Houses and hats.
mc160.train.23	 Paws favorite place to live was The house outside the city.	 Paws favorite place to live was The cabin in the woods.	 Paws favorite place to live was The apartment in the city.	 Paws favorite place to live was A house in the woods.	the Jones family lives now in In a cabin in the woods.	the Jones family lives now in Outside the City.	the Jones family lives now in In a house in the woods.	the Jones family lives now in In the City.	Cabin type of home does the Jones family live in.	City type of home does the Jones family live in.	House type of home does the Jones family live in.	Apartment type of home does the Jones family live in.	Jones family does Paws the cat live with.	Paws does Paws the cat live with.	Peter family does Paws the cat live with.	Smith Family does Paws the cat live with.
mc160.train.24	a cat was Chocolate.	a dog was Chocolate.	a lizard was Chocolate.	a turtle was Chocolate.	Chocolate had at the beginning and the end of the story a worn shell.	Chocolate had at the beginning and the end of the story beautiful golden eyes.	Chocolate had at the beginning and the end of the story bright green eyes.	Chocolate had at the beginning and the end of the story a shiny shell.	Lauren hid Chocolate in in a closet.	Lauren hid Chocolate in in a box.	Lauren hid Chocolate in in her backpack.	Lauren hid Chocolate in in the bathtub.	Lauren do to helped Chocolate fed her and put drops in her eyes.	Lauren do to helped Chocolate helped her cross the road and gave her a bath.	Lauren do to helped Chocolate helped her cross the road and put drops in her eyes.	Lauren do to helped Chocolate gave her a bath and fed her.
mc160.train.25	Jake hit a home run at the end of the game.	Jimmy hit a home run at the end of the game.	Josh hit a home run at the end of the game.	Johnny hit a home run at the end of the game.	the Blue jays team are the Knights playing today.	the Tigers team are the Knights playing today.	the Jets team are the Knights playing today.	the Hawks team are the Knights playing today.	Jimmy plays first base.	Josh plays first base.	Jake plays first base.	Johnny plays first base.	the were nine boys when they started playing baseball.	the were two boys when they started playing baseball.	the were four boys when they started playing baseball.	the were three boys when they started playing baseball.
mc160.train.26	Bus driver type of job was NOT in the story.	Policeman type of job was NOT in the story.	Milk-maker type of job was NOT in the story.	Fireman type of job was NOT in the story.	Flash did in Catatonia Blew up things and put on bright fireworks shows in the distance.	Flash did in Catatonia Was a fireman.	Flash did in Catatonia Served cheese and cream.	Flash did in Catatonia Was the king.	names of the ruling brothers were Pounce r, Flash and Dig gs.	names of the ruling brothers were Dig gs, Flash and Spot.	names of the ruling brothers were Cream, Milk and Cheese.	names of the ruling brothers were Pounce r, Kitten and King.	Spotted type of kittens did NOT come to visit Pounce r.	White type of kittens did NOT come to visit Pounce r.	Cheese colored type of kittens did NOT come to visit Pounce r.	Black and White type of kittens did NOT come to visit Pounce r.
mc160.train.27	morning time of day did Jeff and Forrest go for a walk.	afternoon time of day did Jeff and Forrest go for a walk.	night time of day did Jeff and Forrest go for a walk.	lunchtime time of day did Jeff and Forrest go for a walk.	Jeff looked scary	Jeff chased him and his dog	Jeff were howling	Jeff disappeared	name of Jeff's dog was Scruffy.	name of Jeff's dog was Patches.	name of Jeff's dog was Forrest.	name of Jeff's dog was Rodney.	Jeff and Forrest saw two men.	Jeff and Forrest saw four men.	Jeff and Forrest saw three men.	Jeff and Forrest saw one men.
mc160.train.28	the blue fish stay together.	the yellow fish stay together.	the red fish stay together.	the sea turtles stay together.	red color was the sea turtle.	blue color was the sea turtle.	green color was the sea turtle.	yellow color was the sea turtle.	Johnny and Daddy went in to the aquarium.	Johnny and Daddy went in to Disney Land.	Johnny and Daddy went in to the ice cream store.	Johnny and Daddy went in to get a hamburger.	Johnny saw first the blue fish.	Johnny saw first the red fish.	Johnny saw first the yellow fish.	Johnny saw first the sea turtle.
mc160.train.29	Rob like to does do at the park walk.	Rob like to does do at the park throw a ball.	Rob like to does do at the park run.	Rob like to does do at the park swing and go down the slide.	by the baseball is field the store.	by the baseball is field the school.	by the baseball is field a rock.	by the baseball is field the park.	throwing makes Rob hungry.	swinging makes Rob hungry.	running makes Rob hungry.	jumping makes Rob hungry.	Black color is Rob.	Red color is Rob.	Brown color is Rob.	White color is Rob.
mc160.train.30	Mary liked to sew blankets, dresses, and shirts.	Mary liked to sew dresses, shirts, and skirts.	Mary liked to sew quilts, blankets, and shirts.	Mary liked to sew quilts, dresses, and skirts.	the little girl's was name in the story Mary.	the little girl's was name in the story Billie.	the little girl's was name in the story Billy.	the little girl's was name in the story Abby.	Mary's father not want Mary to sewed because Because she never did anything but sew.	Mary's father not want Mary to sewed because Because her friends didn't think she was normal.	Mary's father not want Mary to sewed because Because he thought little girls needed to laugh and play.	Mary's father not want Mary to sewed because Because he didn't like her sewing.	two of Mary's friends' names are Billy and Abby.	two of Mary's friends' names are Johnny and Abby.	two of Mary's friends' names are Billie and Abbie.	two of Mary's friends' names are Jenny and Billy.
mc160.train.31	Ryan and Adam play at Jared's house football.	Ryan and Adam play at Jared's house basketball.	Ryan and Adam play at Jared's house soccer.	Ryan and Adam play at Jared's house baseball.	football sport do Ryan and Adam love to play.	baseball sport do Ryan and Adam love to play.	soccer sport do Ryan and Adam love to play.	basketball sport do Ryan and Adam love to play.	the boys get to play on at their school next year on a baseball team.	the boys get to play on at their school next year on a skateboarding team.	the boys get to play on at their school next year on a soccer team.	the boys get to play on at their school next year on a basketball team.	Jared got for his ninth birthday a basketball hoop.	Jared got for his ninth birthday a baseball bat.	Jared got for his ninth birthday a football.	Jared got for his ninth birthday a skateboard.
mc160.train.32	Mary found in her desk a test.	Mary found in her desk a birthday invitation.	Mary found in her desk a teacher.	Mary found in her desk a sandwich.	Mary felt at the end of the story sad.	Mary felt at the end of the story mad.	Mary felt at the end of the story happy.	Mary felt at the end of the story grumpy.	we was thought not invited to the party Cindy.	we was thought not invited to the party Allison.	we was thought not invited to the party Mary's desk.	we was thought not invited to the party Mary.	this story about was an animal.	this story about was the teacher.	this story about was a birthday party.	this story about was a test.
mc160.train.33	she travel to sees the boy On an Airplane.	she travel to sees the boy on a Dinosaur.	she travel to sees the boy On a bird.	she travel to sees the boy In a time machine.	the girl NOT imagines Kitties.	the girl NOT imagines Chocolate ice cream.	the girl NOT imagines Birds.	the girl NOT imagines Puppies.	it snowing is in Hawaii.	it snowing is in MR.	it snowing is in Argentina.	it snowing is in Pleiades.	the boy, called Pleiades.	the boy, called Argentina.	the boy, called Eduardo.	the boy, called Eh.
mc160.train.34	Jessica made Jamie and his friends leave their sandals, watches and hats by the fence.	Mike made Jamie and his friends leave their sandals, watches and hats by the fence.	Joe made Jamie and his friends leave their sandals, watches and hats by the fence.	The lifeguard made Jamie and his friends leave their sandals, watches and hats by the fence.	friends play baseball is in The store.	friends play baseball is in The park.	friends play baseball is in The street.	friends play baseball is in His house.	Jamie and his friends met at the pool Mike and Sally.	Jamie and his friends met at the pool Mike and Joe.	Jamie and his friends met at the pool Jessica, Jenny and Sally.	Jamie and his friends met at the pool Mike and the Lifeguard.	Jamie and Joe bought from the store 2 baseballs and chips.	Jamie and Joe bought from the store Colas and chips.	Jamie and Joe bought from the store Ice Cream.	Jamie and Joe bought from the store 2 baseballs and colas.
mc160.train.35	Freddy loves His friends.	Freddy loves His bicycle.	Freddy loves His mom.	Freddy loves His dad.	the main character in the story, called Billy.	the main character in the story, called Freddy.	the main character in the story, called Blake.	the main character in the story, called Joey.	In Neighborhood and Hospital places is this story located.	In Neighborhood and Shopping Mall places is this story located.	In Hospital and the Zoo places is this story located.	In Restaurant and Shopping Mall places is this story located.	"the main character's friends say to him ""Freddy is a girl!"" and ""You're a little baby!""."	"the main character's friends say to him ""Helmets are for girls!  You're not cool if you wear a helmet!"" and ""What are you, scared?""."	"the main character's friends say to him ""Did your mommy buy you that helmet?""  and ""Helmets are for girls!  You're not cool if you wear a helmet!""."	"the main character's friends say to him ""Quit being such a cry baby"" and ""What are you, scared?""."
mc160.train.36	 Based on the story, who likely won the race Jane.	 Based on the story, who likely won the race Matt.	 Based on the story, who likely won the race Sarah.	 Based on the story, who likely won the race Stephanie.	Sarah unhappy because Stephanie was her friend.	Sarah did not win the race	Sarah unhappy because Matt helped her stand up.	Sarah unhappy because Jane gave her a bandage.	Stephanie gave Sarah A rock.	Stephanie gave Sarah A bunny toy.	Stephanie gave Sarah A hug.	Stephanie gave Sarah A bandage.	on Sarah's was shirt shoelace.	on Sarah's was shirt cat.	on Sarah's was shirt rock.	on Sarah's was shirt bunny.
mc160.train.37	the different types of food are found in the store no food is in the story.	the different types of food are found in the store Turkey and radishes.	the different types of food are found in the store Turkey, chocolate, and radishes.	the different types of food are found in the store Chocolate.	 Mitch's heart is ____, after joining the _____ red, circus.	 Mitch's heart is ____, after joining the _____ blue, CIA.	 Mitch's heart is ____, after joining the _____ green, circus.	 Mitch's heart is ____, after joining the _____ pink, superheroes.	Mitch need to get for his mothered at the store Toys.	Mitch need to get for his mothered at the store A fish soup.	Mitch need to get for his mothered at the store A big turkey.	Mitch need to get for his mothered at the store A lion.	Mickey the mouse was Ted the Walrus before he was a giant walrus.	Mitch was Ted the Walrus before he was a giant walrus.	Ricky the bat was Ted the Walrus before he was a giant walrus.	Dino the dog faced boy was Ted the Walrus before he was a giant walrus.
mc160.train.38	blue color was door C.	red color was door C.	yellow color was door C.	brown color was door C.	Beta was the leader.	Gamma was the leader.	Alpha was the leader.	Delta was the leader.	blue color was the door that Delta wanted to go in.	yellow color was the door that Delta wanted to go in.	red color was the door that Delta wanted to go in.	brown color was the door that Delta wanted to go in.	blue color was door A.	red color was door A.	yellow color was door A.	brown color was door A.
mc160.train.39	bouncy makes Danny's sneakers special.	shiny red makes Danny's sneakers special.	pictures of robots makes Danny's sneakers special.	blue stripes makes Danny's sneakers special.	Tommy's birthday is on today.	Tommy's birthday is on last month.	Tommy's birthday is on yesterday.	Tommy's birthday is on next week.	Tommy 's not shiny	Tommy 's too small	Tommy 's old	Tommy 's red	Danny is Tommy's best friend.	Joey's little brother is Tommy's best friend.	Joey is Tommy's best friend.	Bobby is Tommy's best friend.
mc160.train.40	the interesting was smell Carrots.	the interesting was smell A flower.	the interesting was smell Mushrooms.	the interesting was smell Dirt.	White color is Winston.	Black color is Winston.	Brown color is Winston.	Grey color is Winston.	Francis smelled something interesting.	Winston smelled something interesting.	Chester smelled something interesting.	Acorn smelled something interesting.	the rabbits go to ate everyday in The meadow.	the rabbits go to ate everyday in A forest.	the rabbits go to ate everyday in Their home.	the rabbits go to ate everyday in A road.
mc160.train.41	the sound of the wind made the old woman nervous.	ghosts made the old woman nervous.	cats made the old woman nervous.	snakes made the old woman nervous.	blowing outside the house was bubbles.	blowing outside the house was a storm.	blowing outside the house was the wind.	blowing outside the house was clouds.	the old woman's little sister still looked five years old.	the house still looked five years old.	her mom and dad still looked five years old.	the bed still looked five years old.	the wind did the younger sister miss.	the old woman did the younger sister miss.	her mom did the younger sister miss.	her pet bunny did the younger sister miss.
mc160.train.42	Joey hugged Joey.	Joey kicked Joey.	Joey made fun of his stinky breath.	Joey gave Joey a high-five.	Joey would get smarter.	Joey would grow up to be big and strong.	Joey would run faster.	Joey would get a treat.	Joey stopped brushing his teeth.	Joey did n't go back to school.	Joey only brushed his teeth sometimes.	Joey brushed his teeth every day after that.	Joey did n't like to go to school.	Joey did n't like to eat his breakfast.	Joey did n't like to brush his teeth.	Joey did n't like his bedtime.
mc160.train.43	Abby and Molly were bored one Saturday.	Bailey and Kara were bored one Saturday.	Abby and Bailey were bored one Saturday.	Kara and Molly were bored one Saturday.	they made two pitchers of lemonade.	they made four pitchers of lemonade.	they made one pitchers of lemonade.	they made three pitchers of lemonade.	Abby's mom help them set up their stand.	Bailey's mom help them set up their stand.	Molly's mom help them set up their stand.	Kara's mom help them set up their stand.	their was an hour stand open.	their was three days stand open.	their was two days stand open.	their was a half hour stand open.
mc160.train.44	Chris pull outed of his pocket Airplane.	Chris pull outed of his pocket Paper.	Chris pull outed of his pocket Pencil.	Chris pull outed of his pocket Rock.	Bob's mom works in the school bus.	Bob's mom works in on an airplane.	Bob's mom works in The high school.	Bob's mom works in the middle school.	Chris did the paper airplane hit in the face.	Jim did the paper airplane hit in the face.	Jill did the paper airplane hit in the face.	Jeff did the paper airplane hit in the face.	Chris is Bob's best friend.	Jim is Bob's best friend.	Jill is Bob's best friend.	Jeff is Bob's best friend.
mc160.train.45	Johnny spend one ice cream and candy four dollars money.	Johnny spend one ice cream and candy nine dollars money.	Johnny spend one ice cream and candy one dollar money.	Johnny spend one ice cream and candy five dollars money.	bird pet does Johnny play with outside.	Dog pet does Johnny play with outside.	fish pet does Johnny play with outside.	cat pet does Johnny play with outside.	Johnny is nine.	Johnny is eight.	Johnny is four.	Johnny is seven.	Johnny want to eat when he does is playing outside ice cream.	Johnny want to eat when he does is playing outside pizza.	Johnny want to eat when he does is playing outside soda.	Johnny want to eat when he does is playing outside candy.
mc160.train.46	it dangerous for Snowball to get the ball of yarn because Balls of yarn are dangerous for kittens to play with.	it dangerous for Snowball to get the ball of yarn because Jumping is bad for her.	Snowball is not allowed to be on the shelf.	Snowball is still small, and was n't used to jumping very high yet.	the kittens playing were in In the living room in the house.	the kittens playing were in The bathroom.	the kittens playing were in Outside.	the kittens playing were in The bedroom.	the kittens do after they did finished playing with each other Went outside.	the kittens do after they did finished playing with each other Took a nap.	the kittens do after they did finished playing with each other Played with their humans.	the kittens do after they did finished playing with each other Ate their food.	Fuzzy got the ball of yarn.	Snowball got the ball of yarn.	A kitten that is not Fuzzy or Snowball got the ball of yarn.	They got the ball of yarn together got the ball of yarn.
mc160.train.47	grandmother when they counted all the bridges is in At Bobby's grandmother's school.	grandmother when they counted all the bridges is in In a yellow cab.	grandmother when they counted all the bridges is in At the zoo.	grandmother when they counted all the bridges is in At the top of the Empire State Building.	Bobby and his grandmother get back to her school from the Port Authority bus st oped They took the bus.	Bobby and his grandmother get back to her school from the Port Authority bus st oped They rode in a yellow cab.	Bobby and his grandmother get back to her school from the Port Authority bus st oped They took the train.	Bobby and his grandmother get back to her school from the Port Authority bus st oped They walked.	Bobby bought before taking the elevator to the ground floor A monkey.	Bobby bought before taking the elevator to the ground floor Three postcards and a snow globe.	Bobby bought before taking the elevator to the ground floor Pizza and sodas.	Bobby bought before taking the elevator to the ground floor An ice cream cone.	Bobby's grandmother say she would try to got Train tickets.	Bobby's grandmother say she would try to got Elevator tickets.	Bobby's grandmother say she would try to got Baseball game tickets.	Bobby's grandmother say she would try to got Zoo tickets.
mc160.train.48	James meet the puppy before he took him homed seven times times.	James meet the puppy before he took him homed five times times.	James meet the puppy before he took him homed two times times.	James meet the puppy before he took him homed three times times.	James doing when he was met the young lady Eating.	James doing when he was met the young lady Walking down the road.	James doing when he was met the young lady Planting a garden.	James doing when he was met the young lady Playing ball.	James named the puppy Spotty.	James named the puppy Brownie.	James named the puppy Jack.	James named the puppy Scoot.	His sister gave James the puppy.	His son gave James the puppy.	a nice young lady gave James the puppy.	His uncle gave James the puppy.
